"","cluster","topic_rank_in_cluster","topic_in_cluster","title","abstract","doi","id","topic_probability_in_doc"
"471","hot_topic_cluster_no_4","rank_5","28","Enhanced-Adaptive Pattern Attack Recognition Technique (E-APART) Against EDoS Attacks in Cloud Computing","Cloud Computing is most widely used in current technology. It provides a higher availability of resources to greater number of end users. In the cloud era, security has develop a reformed source of worries. Distributed Denial of Service (DDoS) and Economical Denial of Sustainability (EDoS) are attacks that can affect the 'pay-per-use' model. This model automatically scales the resources according to the demand of consumers. The functionality of this model is to mitigate the EDoS attack by some tactical attacker/s, group of attackers or zombie machine network (BOTNET) to minimize the availability of the target resources, which directly or indirectly reduces the profits and increase the cost for the cloud operators. This paper presents a model called Enhanced-APART which is step further of the authors' previous model (APART) that can be used to mitigate the EDoS attack from the cloud platform and shows the nature of the attack. Enhanced-APART model offers pre-shared security mechanism to ensure the access of legitimate users on the cloud services. It also performs pattern analysis in order to detect the EDoS caused by BOTNET mechanism and includes time-based and key-sharing post-setup authentication scheme to prevent the replication or replay attacks and thus results in mitigation of EDoS attack.","10.4018/JCIT.2015070105","65023","0.1967033"
"472","hot_topic_cluster_no_4","rank_5","28","Learning under p-tampering poisoning attacks","Recently, Mahloujifar and Mahmoody (Theory of Cryptography Conference'17) studied attacks against learning algorithms using a special case of Valiant's malicious noise, called p-tampering, in which the adversary gets to change any training example with independent probability p but is limited to only choose 'adversarial' examples with correct labels. They obtained p-tampering attacks that increase the error probability in the so called 'targeted' poisoning model in which the adversary's goal is to increase the loss of the trained hypothesis over a particular test example. At the heart of their attack was an efficient algorithm to bias the expected value of any bounded real-output function through p-tampering. In this work, we present new biasing attacks for increasing the expected value of bounded real-valued functions. Our improved biasing attacks, directly imply improved p-tampering attacks against learners in the targeted poisoning model. As a bonus, our attacks come with considerably simpler analysis. We also study the possibility of PAC learning under p-tampering attacks in the non-targeted (aka indiscriminate) setting where the adversary's goal is to increase the risk of the generated hypothesis (for a random test example). We show that PAC learning is possible under p-tampering poisoning attacks essentially whenever it is possible in the realizable setting without the attacks. We further show that PAC learning under 'no-mistake' adversarial noise is not possible, if the adversary could choose the (still limited to only p fraction of) tampered examples that she substitutes with adversarially chosen ones. Our formal model for such 'bounded-budget' tampering attackers is inspired by the notions of adaptive corruption in cryptography.","10.1007/s10472-019-09675-1","18979","0.2019231"
"473","hot_topic_cluster_no_4","rank_5","28","Mitigation of Distributed Denial of Service Attacks in the Cloud","Cybersecurity attacks resulting in loss of availability of cloud services can have significantly higher impact than those in the traditional stand-alone enterprise setups. Therefore, availability attacks, such as Denial of Service attacks (DoS); Distributed DoS attacks (DDoS) and Economical Denial of Sustainability (EDoS) attacks receive increasingly more attention. This paper surveys existing DDoS attacks analyzing the principles, ways of launching and their variants. Then, current mitigation systems are critically discussed. Based on the identification of the weak points, the paper proposes a new mitigation system named as DDoS-Mitigation System (DDoS-MS) that attempts to overcome the identified gap. The proposed framework is evaluated, and an enhanced version of the proposed system called Enhanced DDoS-MS is presented. In the end, the paper presents some future directions of the proposed framework.","10.1515/cait-2017-0040","49577","0.2068966"
"474","hot_topic_cluster_no_4","rank_5","28","Cluster based Detection and Reduction Techniques to Identify Wormhole Attacks in Underwater Wireless Sensor Networks","Underwater Wireless Sensor Networks (UWSN) is widely used in variety of applications but none of the applications have taken network security into considerations. Deployment of underwater network is a challenging task and because of the hash underwater environment, the network is vulnerable to large class of security attacks. Recent research on underwater communication focuses mainly on energy efficiency, network connectivity and maximum communication range. The nature of underwater sensor network makes it more attractive for the attackers. One of the most serious problems in underwater networks is wormhole attack. In this research work we concentrate on providing security to the underwater network against wormhole attacks. We introduce the wormhole attack in the network and propose a solution to detect this attack in underwater wireless networks. Energy Efficient Hybrid Optical Acoustic Cluster Based Routing Protocol (EEHRCP) is incorporated and using the round trip time and other characteristics of wormhole attack, the presence of the wormhole attack in the network is identified. The simulation results depicts that the proposed wormhole detection mechanism increases throughput by 26%, reduces energy consumption by 3%, reduces end to end delay by 13% and increases packet delivery ratio by 3%.",""," 8415","0.2209302"
"475","hot_topic_cluster_no_4","rank_5","28","Risk assessment in social lending via random forests","With the advance of electronic commerce and social platforms, social lending (also known as peer-to-peer lending) has emerged as a viable platform where lenders and borrowers can do business without the help of institutional intermediaries such as banks. Social lending has gained significant momentum recently, with some platforms reaching multi-billion dollar loan circulation in a short amount of time. On the other hand, sustainability and possible widespread adoption of such platforms depend heavily on reliable risk attribution to individual borrowers. For this purpose, we propose a random forest (RF) based classification method for predicting borrower status. Our results on data from the popular social lending platform Lending Club (LC) indicate the RF-based method outperforms the FICO credit scores as well as LC grades in identification of good borrowers. ","10.1016/j.eswa.2015.02.001","65120","0.2396825"
"476","hot_topic_cluster_no_5","rank_1","362","Adaptive building energy management with multiple commodities and flexible evolutionary optimization","To enable the efficient utilization of energy carriers and the successful integration of renewable energies into energy systems, building energy management systems (BEMS) are inevitable. In this article, we present a modular BEMS and its customizable architecture that enable a flexible approach towards the optimization of building operation. The system is capable of handling the energy flows in the building and across all energy carriers as well as the interdependencies between devices, while keeping a unitized approach towards devices and the optimization of their operation. Evaluations in realistic scenarios show the ability of the BEMS to increase energy efficiency, self-consumption, and self-sufficiency as well as to reduce energy consumption and costs by an improved scheduling of the devices that considers all energy carriers in buildings as well as their interdependencies. ","10.1016/j.renene.2015.09.003","60528","0.2285714"
"477","hot_topic_cluster_no_5","rank_1","362","Energy Management for Lifetime Extension of Energy Storage System in Micro-Grid Applications","Energy storage is needed in micro-grid to help solve the problem of intermittency introduced by renewable energy sources, enhance power quality and improve controllability of power flow. This paper presents an energy manager for energy storage system (ESS) in micro-grids. The objectives of the energy manager are focused on improving the energy efficiency and extending the life expectancy of ESS while ensuring constraints of energy storage modules are complied with. To this end a smart local prediction and local scheduling algorithm is proposed. A battery lifetime model that uses the proposed Peukert lifetime energy throughput based on the workload of the battery is developed. Verification shows that in the long run, the energy manger can improve overall energy efficiency of ESS from 74.1% to 85.5%, and improve estimated lifetime of 2 Battery Packs in ESS from 3.6 years and 2.4 years to 5 years and 5.7 years respectively.","10.1109/TSG.2013.2272835","73503","0.2290323"
"478","hot_topic_cluster_no_5","rank_1","362","Impact of inter-fuel substitution on energy intensity in Ghana","Energy intensity and elasticity, together with inter-fuel substitution are key issues in the current development stage of Ghana. Translog production and ridge regression are applied for studying these issues with a data range of 2000-2015. The current energy dynamics reveal the expected inverse relationship: higher energy intensity and lower elasticity with economic growth. There are evidences of energy-economic challenges: high energy cost, inefficiency and backfire rebound effect. The implications are higher energy losses in the system, more consumption of lower-quality energy together with low energy technology innovation. Energy is wasted and directly not productive with economic activities. It is observed further that the higher energy intensity invariably increases CO2 emission because approximately 95% of total energy is derived from hydrocarbons and biomass. An inter-fuel substitution future scenario design was further conducted and the results were positive with growth, lower energy intensity, and improved energy efficiency. Therefore, government and energy policymakers should improve energy efficiency, cost, and productiveness. That is, they should change energy compositions and augment energy technology innovation, thus, increasing renewable share to 15% by 2026, reducing wood and charcoal by about 69%, and increasing natural gas to about 776%. Energy policymakers should enhance the installation of smart energy, cloud energy solution, tokenization of energy system and storage.","10.1007/s11708-019-0656-5","18643","0.2542056"
"479","hot_topic_cluster_no_5","rank_1","362","Modern Aspects of Energy and Materials","Silicon (Si) plays a central role in the emerging energy technologies of the twenty first century. Silicon is directly involved in energy production, in energy storage, in energy distribution and in energy utilization. Silicon also plays a role in control systems, in energy network management, in energy related information technology and in all aspects of risk assessment & risk management as they apply to the supply of energy and to the use of energy. Various themes from the above topics are described herein.","10.1007/s12633-016-9449-1","55766","0.3243243"
"480","hot_topic_cluster_no_5","rank_1","362","An energy matching method for battery electric vehicle and hydrogen fuel cell vehicle based on source energy consumption rate","The smart cities development requires reducing energy consumption and using as much renewable energy as possible, so the widespread use of new energy vehicles is a very important measure. In this work, for the energy system configuration and energy efficiency balance of new energy vehicles, we propose an energy matching method to study its energy efficiency from the view point for energy life cycle. Nowadays, new energy vehicles mainly include battery electric vehicles (BEV) and hydrogen fuel cell vehicles (HFCEV). Firstly, we proposed the Source to Range (STR) model. Then, based on STR model, we used energy efficiency analysis chart to visually represent the conversion, delivery and consumption of the vehicle energy life cycle. Furthermore, we proposed a Source Energy Consumption Rate (SECR), which is used to evaluate the vehicles energy efficiency. Finally, based on STR model, we obtained the dividing line of the same SECR for new energy vehicles and equivalent fuel vehicles, which provides constraints on the vehicle energy system design. The results show that STR model can provide an effective tool for energy matching and energy efficiency analysis of new energy vehicles, and has a reference for product development of new energy vehicles. ","10.1016/j.ijhydene.2019.02.169","20149","0.3670732"
"481","hot_topic_cluster_no_5","rank_2","816","Development of an Energy Saving Strategy Model for Retrofitting Existing Buildings: A Korean Case Study","The building sector accounts for approximately 40% of national energy consumption, contributing to the environmental crisis of global warming. Using energy saving measures (e.g., improved thermal insulation, highly energy-efficient electrical and mechanical systems) provides opportunities to reduce energy consumption in existing buildings. Furthermore, if the life cycle cost (i.e., installation, operation and maintenance cost) of the measures is considered with their energy saving potential, it is possible to establish a cost-effective energy retrofit plan. Therefore, this research develops an energy saving strategy model considering its saving potential and life cycle cost of the measures for reducing energy consumption in existing buildings. To test the validity of the proposed model, a case study is carried out on an educational facility in South Korea, in response to its overconsumption of energy. The results demonstrate that in terms of energy saving and life cycle cost, the optimal energy retrofit plan is more cost-effective than the existing plan. Also, the break-even point for the optimal energy retrofit plan is within five years, and then revenue from energy saving continually occurs until 2052. For energy retrofit of existing buildings, using the proposed model would enable building owners to maximize energy savings while minimizing the life cycle cost.","10.3390/en12091626","26716","0.2426829"
"482","hot_topic_cluster_no_5","rank_2","816","Energy efficiency evaluation for machining systems through virtual part","Energy prices, environmental concerns, carbon dioxide emissions, and economic matters are driving factors for research on reducing machining system energy consumption. Energy efficiency evaluation for machining systems is an effective management strategy for reducing the energy consumption and improving the energy efficiency of machining systems. This paper proposes a methodology called virtual part method to evaluate the energy efficiency of machining systems, and the proposed method overcomes the deficiencies or limitations of major existing methods (such as the entitative part method) through equivalence and virtualization of all possible machining system parts that may be manufactured in future. Based on an analysis of the energy compositions and characteristics of the proposed virtual part, an energy efficiency evaluation for machining systems through virtual part is conducted in three steps: 1) selection of evaluation indexes; 2) corresponding data collection for calculating indexes; and 3) development of energy efficiency evaluation system. Its application in a machine tool suggests that the proposed method is more accurate than the existing ones and contributes to energy-saving activities including the development of energy efficiency standards, design of energy-efficient machining systems, and reform of old machining systems. ","10.1016/j.energy.2018.06.096","34758","0.2460526"
"483","hot_topic_cluster_no_5","rank_2","816","Research on Large-Scale Building Energy Efficiency Retrofit Based on Energy Consumption Investigation and Energy-Saving Potential Analysis","As building energy consumption continues to grow, large-scale building energy efficiency retrofit (LSBEER) has become a trend in China, especially in existing commercial districts (ECDs). In some mature ECDs, buildings often have complex functions, long running time, and a lack of a basic database, so the whole energy consumption and level of energy efficiency are unclear. It is a challenging task to put forward the effective energy efficiency retrofit measures (ERMs) and quantify energy-saving potential. To overcome these obstacles, this paper introduces a bottom-up approach to analyze the potential of LSBEER. Meanwhile, it examines a case study of energy-saving potential of an ECD in Shanghai, with very specific problems targeting and corresponding to measurements. One hundred key buildings are studied in this paper, and the authors give a comprehensive understanding and quantitative analysis of energy-saving potential. Moreover, this paper also suggests a list of ERMs, including envelope, cooling, lighting, heating, elevator, and so on. Through investigation, the annual energy saving (AES) is 533,268 GJ, which could reduce energy consumption by 24.3%. Furthermore, the authors supply a feasible potential map of LSBEER for decision-makers. ","10.1061/(ASCE)EY.1943-7897.0000618","19673","0.2487805"
"484","hot_topic_cluster_no_5","rank_2","816","Energy Storage System Control Algorithm by Operating Target Power to Improve Energy Sustainability of Smart Home","As energy issues are emerging around the world, a variety of smart home technologies aimed at realizing zero energy houses are being introduced. Energy storage system (ESS) for smart home energy independence is increasingly gaining interest. However, limitations exist in that most of them are controlled according to time schedules or used in conjunction with photovoltaic (PV) generation systems. In consideration of load usage patterns and PV generation of smart home, this study proposes an ESS control algorithm that uses constant energy of energy network while making maximum use of ESS. Constant energy means that the load consumes a certain amount of power under all conditions, which translates to low variability. The proposed algorithm makes a smart home a load of energy network with low uncertainty and complexity. The simulation results show that the optimal ESS operating target power not only makes the smart home use power constantly from the energy network, but also maximizes utilization of the ESS. In addition, since the smart home is a load that uses constant energy, it has the advantage of being able to operate an efficient energy network from the viewpoint of energy providers.","10.3390/su10010236","42223","0.2523256"
"485","hot_topic_cluster_no_5","rank_2","816","Analysis on the monitoring system of energy conservation and comfort in office buildings based on internet of things","In order to reduce the cost of central air conditioning, we need to reduce its energy consumption. This paper briefly introduced Internet of Things and the energy-saving and comfort monitoring system of central air conditioning based on the Internet of Things. The system took comfort degree as constraint and energy efficiency as objective to control energy saving of central air conditioning. Company X in Guanghan, Sichuan, China, was taken as an example for analysis. The system was compared with the energy-saving control system which took temperature and power as constraints. Compared with before the energy-saving control, the proportion of air conditioning downtime in the working hours of employees increased after the implementation of the two kinds of energy-saving control systems, and the proportion of downtime under the energy-saving control system designed in this study was larger; in addition, after the control of the two kinds of energy-saving systems, the energy efficiency of the air conditioning significantly improved, and the air conditioning under the control of the energy-saving system proposed in this study had more improvement in energy efficiency and higher energy-saving efficiency. The energy-saving control method proposed in this study can effectively reduce the power consumption of the central air conditioning in the office.","10.1093/ijlct/ctz083"," 7093","0.2786667"
"486","hot_topic_cluster_no_5","rank_3","328","Resolving conflict objectives between environment impact and energy efficiency - An optimization modeling on multiple-energy deployment","Energy consumption increases dramatically due to economic development, leading to the raising of toxic materials such as CO2 during electricity generation process. This study aims at solving the electricity generation portfolio issue to maximize electricity generation while minimizing the CO2 emission to protect the environment. In this research, multiple types of power plants to produce electricity, such as by gas, coal, solar, are alternatives for electricity generation portfolio. Especially, uncertainty in electricity demand is included and dealt by a stochastic chance constrained method. Further. The proposed model is solved by a non-dominated sorting genetic algorithm for multiple objectives. The result presents the optimal capacity portfolio plan for electricity generation and suggests a trade-off decision between conflicting goals to balance electricity generation efficiency and environmental protection.","10.1016/j.cie.2019.106111","19581","0.3031250"
"487","hot_topic_cluster_no_5","rank_3","328","A new perspective in optimum sizing of hybrid renewable energy systems: Consideration of component performance degradation issue","The ever increasing demand for energy and the concerns on the environmental sustainability issue all around the world lead to more interest in alternative sources for energy production. However, as the current costs of the alternative sources such as solar, wind energy conversion systems etc. are relatively higher as compared to the conventional means of energy production, an optimum sizing approach is quite necessary in order to avoid over-sizing of such systems without lowering the reliability of load demand supply in all possible conditions including the variability of meteorological conditions or the changing power demand of load. There are many research papers available in the literature dealing with this optimum sizing issue. Even the mentioned papers significantly contribute to the wider penetration of such sources, none of them consider the power output degradation of alternative energy sources due to aging during their pre-defined operating life time. Besides, there are a few studies utilizing detailed dynamic models of energy sources apart from first-degree linear equations based models that may fall short in presenting the exact dynamics of the related system. Thus, an ""observe and focus"" algorithm based optimization of a hybrid alternative energy system considering the power output degradation and detailed models of each hybrid system component is performed in this study. Related details presented within the paper can provide a new perspective in optimum sizing of such hybrid systems and may further be considered in future updates of famous sizing software programs commercially or freely available in websites of several laboratories or universities. ","10.1016/j.ijhydene.2012.04.071","77208","0.3254902"
"488","hot_topic_cluster_no_5","rank_3","328","Dynamic economic emission dispatch problem with renewable integration focusing on deficit scenario in India","Present scenario power grid has increased penetration of renewable energy sources (RESs). RESs are clean sources of energy and power production from them with minimal emission is a national target. Already, increased carbon footprint has put nations into jeopardy. Nowadays to study the benefits due to RESs in power system is of greater importance. Stochastic nature of RESs made it difficult to manage power dispatch scenario. Dynamic power demand added even more difficulty in obtaining real time economic schedule of generation dispatch. A test system of ten generator and emission dispatch with wind turbine (WT) and photovoltaic (PV) having dynamic load for 24 hours is economised. Stochastic method of particle swarm optimisation (PSO) is compared with anti-predatory particle swarm optimisation (APSO). It is identified that APSO method gives a better economy with reduced emission for the given problem.","","17997","0.3389831"
"489","hot_topic_cluster_no_5","rank_3","328","The Knowledge Discovery of the Nuclear Power Issue Using: the Artificial Intelligence Model: An Example of the CART and the SVM","After the nuclear accidents in the Fukushima Daiichi Nuclear Power Plant, the public has become increasingly concerned about nuclear power policies. We employed the CART and the SVM methods to establish and compare classification patterns in order to reveal obscure information in the survey data of Nuclear Power Policy'. Our results showed that the total classification accuracy of the CART is higher than that of SVM or logistic regression. 48.87% of the Taiwanese public opposed nuclear power, 34.16% supported nuclear power, and 16.97% did not respond to the question. However, the CART analysis showed that among the non-respondents, 56% supported nuclear power and 44% opposed its use. The two primary factors influencing the opinion for nuclear power are ""satisfaction with the safety of nuclear power"" and ""improvement in safety inspection and disaster prevention standards in nuclear power plants."" Therefore, by improving the safety of nuclear power plant, the government might regain public support for nuclear power.","10.6138/JIT.2016.17.6.20160524","56520","0.3466667"
"490","hot_topic_cluster_no_5","rank_3","328","A new energy exploration for Malaysia's future electric supply based on waste kinetic energy: ideas, concepts, and possibilities","This paper performs a concept on a new exploration of electricity generation by harvesting the kinetic energy from landing aircraft. Firstly, this paper analyzes and tabulates the current status of renewable energy sources and the conventional power generations in Malaysia's electric supply until 2017. It has been reviewed based on the demand, availability, and power production of the sources. At the same time, the locations and providers for several energy supplies have been identified with the evidence of its rated power being generated. Next, this paper also highlights the plan for achieving a low-carbon country based on the plans which have been in place between 1970 until 2017 in order to create a zero-carbon generation by 2030 for Malaysia's energy sector. Toward the end of this paper, the authors suggest a new method on decarbonization technologies for clean energy in order to reach zero-carbon generation earlier than 2030. It is by introducing a new topology of electrical power generation system using waste energy, which is kinetic energy based on landing aircraft, for the possibility of power generation for a new Malaysia.","10.1007/s00202-019-00862-1","19883","0.3600000"
"491","hot_topic_cluster_no_5","rank_4","642","Forecasting electricity consumption using a novel hybrid model","In recent years, the electricity industry has become increasingly important to social and economic development. For sustainability of the power industrial business, an accurate electricity consumption forecasting model can be used to adjust the production and consumption patterns of electricity, it can also support energy policy decision-making, such as load unit commitment, operational security of plants, and economic load dispatching. Using electricity consumption data to study electricity production and consumption patterns is useful in identifying the regulation of electricity economic development. This paper combines several machine learning approaches (the empirical mode decomposition (EMD) method, the support vector regression (SVR) model, and the particle swarm optimization (PSO) algorithm), thermal reaction dynamics theory, and the econometric model (ARGARCH model), to develop a novel hybrid forecasting model, namely EMD-SVR-PSO-AR-GARCH model, for forecasting electricity consumption. It adopts a new perspective on electricity usage and consuming economic behaviors. Using electricity consumption data from the New South Wales (NSW, Australia) market, the developed model is used to forecast electricity consumption. Then, the Nash equilibrium and Porter's five-force model are used to analyze the complex electricity usage and consuming economic behaviors, to identify the regulation of electricity and economic development, supporting the sustainable development of electricity.","10.1016/j.scs.2020.102320"," 4431","0.2471910"
"492","hot_topic_cluster_no_5","rank_4","642","Robust scheduling of hydrogen based smart micro energy hub with integrated demand response","Nowadays, to address the different demands of consumers, i.e., electricity, heat and gas, the concept of energy hub (EH) is emerged. Integrating multiple energy sources under the concept of energy hub can improve the efficiency and reliability of the system; moreover, efficiency increasing cause to decrease in environmental emission. Environmental emission is a very important issue from the global warming point of view that should be considered in the researches. In this regard, green hydrogen can be used as a clean energy carrier that can be stored for a long time without degradation. To this end, this paper focuses on the concept of hydrogen-based smart micro energy hub (SMEH) considering integrated demand response (IDR) and fuel cell-based hydrogen storage system (HSS). IDR is introduced to control consumers' electrical and heat demand patterns. Additionally, HSS not only can convert power from renewable energy sources (RESs) to hydrogen (P2H) in a low electricity price period and vice versa (H2P) in a high electricity price period but also can supply the hydrogen-based industry. The aim of the proposed model is to minimize the total energy cost of hydrogen-based energy hub integrated with IDR and HSS under a robust optimization (RO) approach considering the uncertainty of electricity price. The proposed optimization model provides day-ahead scheduling for SMEH, which would improve the operation of the energy system. Finally, simulation and numerical results are provided to confirm the effectiveness of the proposed model. According to the obtained results, considered technologies cause to decrease in operation cost up to 7.8% and improve the system robustness against electricity market uncertainty up to 30%.","10.1016/j.jclepro.2020.122041"," 5113","0.2482456"
"493","hot_topic_cluster_no_5","rank_4","642","Integration of hydrogen energy systems into renewable energy systems for better design of 100% renewable energy communities","This paper will introduce the concept of 100% renewable energy and the role hydrogen and fuel cells can play for storage and transportation sectors. The importance, necessity and possibility of an overall global transition from fossil and nuclear-based fuels to renewable energy fuels using electricity and hydrogen as clean energy carriers will be summarized. Polluted, inefficient and unhealthy societies of today are missing energy self-sufficient, better managed, in harmony with nature ecological communities. The possible role of hydrogen fuel cells in fulfilling this target will be demonstrated and the success stories of the leading countries will be given. Renewable energy investments which have started in 2013 increased steadily and reached to 290 billion dollars towards the end of 2015. Today's increasing investments and cheaper supply of renewable energy will in turn effect the hydrogen production costs and increase the diversion from fossil fuels to cheap renewable energy. This reality confirms that hydrogen energy technologies will play an important role in reaching the 100% renewable energy target. ","10.1016/j.ijhydene.2016.09.086","48779","0.2552632"
"494","hot_topic_cluster_no_5","rank_4","642","Energy system impacts from heat and transport electrification","Electrifying the energy system and powering it by low carbon electricity is one of the key decarbonisation pathways of the energy system. This study examines annual electricity and gas consumption in a high electrification scenario in Great Britain (GB) and the implications for electricity generation and transmission infrastructure using a suite of soft-linked models. High electrification of heating and transport services, which are two major fossil fuel consumers in GB, increases annual electricity consumption and peak electricity load by 35% and 93%, respectively, by 2050 while reducing overall annual energy consumption compared to a reference case. Meeting this high electricity consumption with a supply strategy that is dependent on offshore wind could more than double the supply-side investments required compared to a reference case, if demand-side measures are not available. High electrification would also impact existing gas and oil energy infrastructure by reducing consumption of these fuels. It was found that uncertainties in socio-economic growth can amplify these implications and therefore need serious consideration by analysts and policymakers involved in designing energy transition strategies. A case study and discussion demonstrate that smart-grid aided demand-side management has the potential to minimise electricity peak load and infrastructure requirements from high electrification.","10.1680/ener.14.00008","72481","0.2662791"
"495","hot_topic_cluster_no_5","rank_4","642","Energy and cost analyses of a hybrid renewable microgeneration system serving multiple residential and small office buildings","This study investigates the energy and cost performance of hybrid renewable ground source heat pump (GSHP) and natural gas fueled fuel cell (FC) microgeneration systems serving multiple residential and small office buildings in Ottawa (Canada) and Incheon (South Korea). The study is performed by simulations in TRNSYS environment. The performance of the microgeneration system is compared to a GSHP only system. In addition, the impact of the FC capacities, natural gas price and electricity price on the system's energy and cost performance is examined. The energy analysis results show that the GSHP FC systems have less primary energy consumption compared to the GSHP only system in both geographic locations. However, whether a GSHP FC system could achieve operational cost saving is strongly dependent on the local natural gas and electricity prices and also on the building heating, cooling and electrical loads and their patterns. The GSHP FC microgeneration systems could yield operational cost savings at locations where the natural gas (or other input fuel to the FC) price is much lower than the electricity price, such as in Ottawa. At locations where with exceptionally high natural gas to electricity price ratio, such as in Korea, no operational cost saving could be attained by the GSHP FC system. The cost analysis results indicate that, in Ottawa, the extra capital investment incurred to the GSHP FC system is possible to be returned within its lifespan, especially with the current trend of continuous price reductions of FC equipment and installation resulting from economy of scale and market expansion. Nevertheless, the GSHP FC microgeneration systems' capability to generate both electricity and thermal energy at the point of use is generally considered more attractive for inclusion in the ""smart"" energy networks, new and remote community applications. ","10.1016/j.applthermaleng.2014.01.049","70972","0.3299320"
"496","hot_topic_cluster_no_5","rank_5","334","Design of structure and optimization of organic Rankine cycle for heat recovery from gas turbine: The use of 4E, advanced exergy and advanced exergoeconomic analysis","This paper presents the evaluation and optimization of an organic Rankine cycle (ORC) approached from four different perspectives: (1) selecting the ORC Cycle; (2) selecting the working fluid in accordance with the thermodynamic properties and environmental impacts; (3) analyzing energy and exergoeconomic; and finally, (4) advanced exergy and advanced exergoeconomic. The working fluid is selected based on the thermal source temperature and the environmental impacts including the reduction of ozone depletion (ODP) and global warming potential (GWP). Then, the selected working fluids in different cycles are investigated in terms of the thermodynamic properties based on energy and exergy concepts. The parameters of the selected cycles (from the perspective of energy and exergy), including the temperature and pressure of the input working fluid of the turbine, the pinch and approach temperature, and so on, are optimized by a genetic algorithm. Two objective functions of price and exergy efficiency are selected as the objective functions for optimal cycles. The results of this study reveal that single-pressure and dual-pressure cycles with recuperator and the R123 working fluid have the highest power and the lowest cost. It is indicated that the net power generation of dual pressure cycle with recuperator, single pressure with recuperator, and dual pressure cycle with two working fluids are 2.2 kW, (R123: 2.31 kW, R600: 1.72 kW) and 2.26 kW, respectively. Also, the cost of generated electricity for dual pressure cycle with recuperator, single pressure cycle with recuperator, and dual pressure cycle with two working fluids are 14.59, (R123: 13.03, R600: 21.95) and 16.78 (Cent/kWh), respectively. In addition, the results show that the cycles of dual pressure with recuperator and single pressure with recuperator with R123 as a working fluid have the highest exergy efficiency. The advanced exergy analysis indicated that the HRSG and turbine components are important to be improved based on exergetic performance.","10.1016/j.applthermaleng.2018.09.128","29890","0.3356589"
"497","hot_topic_cluster_no_5","rank_5","334","Exergy, exergoeconomic and environmental analyses and evolutionary algorithm based multi-objective optimization of combined cycle power plants","A comprehensive exergy, exergoeconomic and environmental impact analysis and optimization is reported of several combined cycle power plants (CCPPs). In the first part, thermodynamic analyses based on energy and exergy of the CCPPs are performed, and the effect of supplementary firing on the natural gas-fired CCPP is investigated. The latter step includes the effect of supplementary firing on the performance of bottoming cycle and CO2 emissions, and utilizes the first and second laws of thermodynamics. In the second part, a multi-objective optimization is performed to determine the ""best"" design parameters, accounting for exergetic, economic and environmental factors. The optimization considers three objective functions: CCPP exergy efficiency, total cost rate of the system products and CO2 emissions of the overall plant. The environmental impact in terms of CO2 emissions is integrated with the exergoeconomic objective function as a new objective function. The results of both exergy and exergoeconomic analyses show that the largest exergy destructions occur in the CCPP combustion chamber, and that increasing the gas turbine inlet temperature decreases the CCPP cost of exergy destruction. The optimization results demonstrates that CO2 emissions are reduced by selecting the best components and using a low fuel injection rate into the combustion chamber. Crown ","10.1016/j.energy.2011.08.034","79386","0.3500000"
"498","hot_topic_cluster_no_5","rank_5","334","Thermodynamic, thermoeconomic and life cycle assessment of a novel integrated solar combined cycle (ISCC) power plant","In this study, thermodynamic, thermo-economic and life cycle assessments are carried out for a novel integrated solar combined cycle system (ISCCS). The novel cycle has been developed with the purpose of using parabolic trough solar cycle in an on-line conventional combined cycle power plant (CCPP) with the minimum modifications required for the primary cycle. An attempt is made to determine the components with the most exergy destruction and assessing the investment cost of each element and stream of the system. The thermodynamic analyses are applied to the solar field and the power plant to evaluate the plant performance and pinpointing the zones with the high exergy destruction. The results indicate that the combustion chamber, gas turbine, air compressor, solar collectors account for 63.71%, 13.76%, 7.26% and 3.1% of the plant total exergy destruction, respectively. The life cycle assessment (LCA) is performed for the system, and a comparison is made between different methods of energy generation in the proposed ISCC. The results have indicated that the energy generation in the solar plant of ISCC has a lower environmental impact in human health and resources damage categories; while, the power production in the natural CCPP has less impact in ecosystem damage category.","10.1016/j.seta.2018.04.011","37424","0.3653846"
"499","hot_topic_cluster_no_5","rank_5","334","Evaluation of a base-loaded combined heating and power system with thermal storage for different small building applications","The objective of this paper is to demonstrate the advantages of using a combined heating and power (CHP) system operating at full load to satisfy a fraction of the facility electric load, that is, a base load. In addition, the effect of using thermal storage during the CHP system operation (CHP-TS) is evaluated. A small office building and a restaurant with the same floor area, in Chicago, IL, and Hartford, CT, were used to evaluate the base-loaded CHP and CHP-TS operation based on operational cost, primary energy consumption (PEC), and carbon dioxide emissions (CDEs). Results indicate that, in general, the use of thermal storage is beneficial for the CHP system operation because it reduces cost, PEC, and CDEs compared with a CHP with no thermal storage. The CHP and CHP-TS operation is more beneficial for a restaurant than for a small office building for the evaluated cities, which clearly indicates the effect of the thermal load on the CHP system performance. ","10.1002/er.1892","75317","0.3731343"
